date,recalibrate,close,change,KLKL,GTKL,KLTT,GTTT,Open,Highest,Lowest
22/03/2022,35.45,35.45,-0.25 (-0.70 %)," ","563,900","20,071,000,000",0,0,35.70,36.00,35.35
21/03/2022,35.70,35.70,-0.20 (-0.56 %)," ","504,000","18,065,000,000",0,0,35.80,36.20,35.70
18/03/2022,35.90,35.90,-0.30 (-0.83 %)," ","275,100","9,904,000,000",0,0,36.20,36.20,35.85
17/03/2022,36.15,36.15,0.15 (0.42 %)," ","513,700","18,620,000,000",0,0,36.10,36.70,35.85
16/03/2022,36.00,36.00,2.20 (6.51 %)," ","2,938,900","101,780,000,000",0,0,33.80,36.10,33.60
15/03/2022,33.80,33.80,0.30 (0.90 %)," ","671,900","22,489,000,000",0,0,33.05,34.20,32.85
14/03/2022,33.45,33.45,-0.45 (-1.33 %)," ","418,900","14,072,000,000",0,0,33.80,34.00,33.30
11/03/2022,33.90,33.90,0.00 (0.00 %)," ","743,800","25,449,000,000",0,0,33.70,34.90,33.55
10/03/2022,33.90,33.90,0.60 (1.80 %)," ","418,500","14,114,000,000",0,0,33.40,34.00,33.30
09/03/2022,33.30,33.30,-0.10 (-0.30 %)," ","656,900","21,671,000,000",0,0,33.30,33.50,32.65
08/03/2022,33.40,33.40,-0.50 (-1.47 %)," ","547,900","18,345,000,000",0,0,33.50,34.10,33.00
07/03/2022,33.90,33.90,0.50 (1.50 %)," ","574,100","19,417,000,000",0,0,33.65,34.20,33.00
04/03/2022,33.40,33.40,0.60 (1.83 %)," ","1,125,000","36,585,000,000",0,0,32.80,33.80,31.95
03/03/2022,32.75,32.75,-0.05 (-0.15 %)," ","762,000","25,305,000,000",0,0,32.90,34.00,32.50
02/03/2022,32.80,32.80,0.20 (0.61 %)," ","532,700","17,365,000,000",0,0,32.35,32.90,32.20
01/03/2022,32.55,32.55,0.25 (0.77 %)," ","651,100","20,968,000,000",0,0,32.25,32.60,31.90
28/02/2022,32.30,32.30,0.00 (0.00 %)," ","437,900","13,944,000,000",0,0,32.10,32.40,31.50
25/02/2022,32.30,32.30,0.40 (1.25 %)," ","680,100","22,110,000,000",0,0,32.00,32.80,31.90
24/02/2022,31.90,31.90,1.10 (3.57 %)," ","2,136,700","66,324,000,000",0,0,30.80,32.00,30.55
23/02/2022,30.80,30.80,0.10 (0.33 %)," ","413,900","12,765,000,000",0,0,30.70,31.30,30.60
22/02/2022,30.70,30.70,-0.90 (-2.85 %)," ","528,700","16,379,000,000",0,0,31.40,31.45,30.50
21/02/2022,31.60,31.60,0.10 (0.32 %)," ","680,800","21,628,000,000",0,0,31.45,32.40,31.10
18/02/2022,31.45,31.45,-0.25 (-0.79 %)," ","584,900","18,438,000,000",0,0,31.10,31.90,31.10
17/02/2022,31.70,31.70,0.20 (0.63 %)," ","603,500","18,986,000,000",0,0,31.40,32.00,31.00
16/02/2022,31.50,31.50,0.60 (1.94 %)," ","438,700","13,683,000,000",0,0,31.40,31.50,30.80
15/02/2022,30.90,30.90,2.00 (6.92 %)," ","2,259,500","66,150,000,000",0,0,28.80,30.90,28.05
14/02/2022,28.90,28.90,0.10 (0.35 %)," ","1,363,800","38,114,000,000",0,0,28.50,28.90,27.60
11/02/2022,28.80,28.80,-0.10 (-0.35 %)," ","479,800","13,575,000,000",0,0,28.70,28.90,27.50
10/02/2022,28.90,28.90,-0.10 (-0.34 %)," ","330,000","9,461,000,000",0,0,28.80,29.25,28.20
09/02/2022,29.00,29.00,-0.20 (-0.68 %)," ","258,900","7,466,000,000",0,0,29.30,29.30,28.60
08/02/2022,29.20,29.20,0.40 (1.39 %)," ","497,900","14,517,000,000",0,0,28.85,29.75,28.60
07/02/2022,28.80,28.80,-0.20 (-0.69 %)," ","384,600","11,149,000,000",0,0,29.10,29.60,28.60
28/01/2022,29.00,29.00,0.60 (2.11 %)," ","625,700","17,510,000,000",0,0,28.40,29.00,27.00
27/01/2022,28.35,28.35,-0.05 (-0.18 %)," ","406,700","11,345,000,000",0,0,28.80,28.80,27.00
26/01/2022,28.40,28.40,0.40 (1.43 %)," ","298,700","8,373,000,000",0,0,27.95,28.70,27.60
25/01/2022,27.95,27.95,0.95 (3.52 %)," ","1,331,600","35,366,000,000",0,0,26.95,28.35,26.00
24/01/2022,27.00,27.00,-0.90 (-3.23 %)," ","285,100","7,780,000,000",0,0,27.75,27.85,27.00
21/01/2022,27.85,27.85,0.05 (0.18 %)," ","333,600","9,289,000,000",0,0,27.60,28.50,27.30
20/01/2022,27.40,27.40,0.00 (0.00 %)," ","175,500","4,799,000,000",0,0,27.45,27.50,26.95
19/01/2022,27.25,27.25,-1.25 (-4.39 %)," ","566,200","15,209,000,000",0,0,27.60,28.80,26.55
18/01/2022,28.50,28.50,-0.60 (-2.06 %)," ","848,200","23,384,000,000",0,0,28.50,29.80,27.10
17/01/2022,29.10,29.10,-2.05 (-6.58 %)," ","739,500","21,879,000,000",0,0,31.00,31.20,29.00
14/01/2022,31.15,31.15,0.35 (1.14 %)," ","426,800","12,914,000,000",0,0,30.20,31.30,29.50
13/01/2022,30.75,30.75,-1.25 (-3.91 %)," ","271,300","8,373,000,000","64,000","2,176,000,000",31.50,31.90,30.20
12/01/2022,32.00,32.00,0.60 (1.91 %)," ","589,800","17,891,000,000",0,0,31.25,32.00,29.50
11/01/2022,31.35,31.35,-1.85 (-5.57 %)," ","877,400","27,301,000,000",0,0,32.60,32.80,30.85
10/01/2022,33.15,33.15,-2.45 (-6.88 %)," ","765,900","26,120,000,000",0,0,35.60,35.60,33.15
07/01/2022,35.60,35.60,-0.20 (-0.56 %)," ","400,800","14,165,000,000",0,0,35.70,35.70,35.10
06/01/2022,35.75,35.75,-0.25 (-0.69 %)," ","473,500","17,039,000,000",0,0,36.10,36.40,35.55
05/01/2022,36.00,36.00,0.20 (0.56 %)," ","1,545,800","54,355,000,000",0,0,35.90,36.00,34.50
04/01/2022,35.80,35.80,-0.60 (-1.65 %)," ","244,600","8,766,000,000",0,0,36.35,36.35,35.45
31/12/2021,36.35,36.35,0.25 (0.69 %)," ","290,000","10,446,000,000",0,0,36.45,36.45,35.40
30/12/2021,36.10,36.10,-0.20 (-0.55 %)," ","377,000","13,481,000,000",0,0,36.20,36.45,35.00
29/12/2021,36.30,36.30,-1.60 (-4.22 %)," ","430,200","16,012,000,000",0,0,37.90,38.00,36.30
28/12/2021,37.90,37.90,0.10 (0.26 %)," ","851,600","31,443,000,000",0,0,37.65,37.90,36.30
27/12/2021,37.80,37.80,-0.40 (-1.05 %)," ","254,400","9,611,000,000",0,0,38.30,38.30,37.55
24/12/2021,38.20,38.20,-0.60 (-1.55 %)," ","265,400","10,147,000,000",0,0,38.70,38.70,37.80
23/12/2021,38.75,38.75,-0.35 (-0.90 %)," ","499,700","19,263,000,000",0,0,39.00,39.30,38.20
22/12/2021,39.10,39.10,1.10 (2.89 %)," ","869,500","33,056,000,000",0,0,37.90,39.30,37.00
21/12/2021,37.95,37.95,-0.35 (-0.91 %)," ","456,800","17,102,000,000",0,0,38.10,38.10,36.60
20/12/2021,38.30,38.30,0.00 (0.00 %)," ","379,400","14,522,000,000",0,0,38.45,38.60,38.00
17/12/2021,38.30,38.30,2.10 (5.80 %)," ","1,207,600","45,032,000,000","64,000","2,163,200,000",36.35,38.30,36.00
16/12/2021,36.20,36.20,0.90 (2.55 %)," ","1,091,100","38,908,000,000",0,0,35.50,36.50,34.70
15/12/2021,35.30,35.30,-0.05 (-0.14 %)," ","302,000","10,618,000,000",0,0,35.50,35.75,34.80
14/12/2021,35.35,35.35,0.65 (1.87 %)," ","490,400","17,299,000,000",0,0,34.80,36.55,34.55
13/12/2021,34.70,34.70,0.00 (0.00 %)," ","498,200","17,238,000,000",0,0,34.70,34.80,34.45
10/12/2021,34.70,34.70,-0.60 (-1.70 %)," ","291,900","10,158,000,000",0,0,35.40,35.40,34.60
09/12/2021,35.30,35.30,-0.30 (-0.84 %)," ","227,300","8,004,000,000",0,0,35.60,35.60,35.00
08/12/2021,35.60,35.60,-0.40 (-1.11 %)," ","243,400","8,669,000,000",0,0,36.20,36.20,35.30
07/12/2021,36.00,36.00,0.75 (2.13 %)," ","282,400","9,920,000,000",0,0,35.00,36.00,34.45
06/12/2021,35.25,35.25,-0.40 (-1.12 %)," ","628,700","21,815,000,000",0,0,35.50,35.60,33.95
03/12/2021,35.65,35.65,-0.30 (-0.83 %)," ","319,000","11,454,000,000",0,0,36.00,36.30,35.40
02/12/2021,35.95,35.95,0.10 (0.28 %)," ","280,400","10,012,000,000",0,0,35.80,36.00,35.45
01/12/2021,35.85,35.85,0.20 (0.56 %)," ","276,300","9,925,000,000","200,000","7,600,000,000",35.85,36.20,35.60
30/11/2021,35.65,35.65,-0.35 (-0.97 %)," ","396,800","14,131,000,000",0,0,36.15,36.15,35.15
29/11/2021,36.00,36.00,-0.60 (-1.64 %)," ","243,600","8,726,000,000",0,0,35.80,36.00,35.50
26/11/2021,36.60,36.60,0.15 (0.41 %)," ","389,600","14,191,000,000",0,0,36.60,36.90,36.00
25/11/2021,36.45,36.45,2.35 (6.89 %)," ","1,127,600","40,103,000,000","200,000","6,360,000,000",33.80,36.45,33.80
24/11/2021,34.10,34.10,-0.50 (-1.45 %)," ","353,500","12,099,000,000",0,0,34.50,34.60,33.90
23/11/2021,34.60,34.60,0.50 (1.47 %)," ","373,100","12,602,000,000",0,0,33.80,34.60,31.75
22/11/2021,34.10,34.10,-0.80 (-2.29 %)," ","694,000","23,532,000,000",0,0,34.90,34.90,33.10
19/11/2021,34.90,34.90,-0.40 (-1.13 %)," ","738,200","25,784,000,000",0,0,35.50,35.50,34.00
18/11/2021,35.30,35.30,1.50 (4.44 %)," ","998,100","34,294,000,000",0,0,33.40,35.40,33.25
17/11/2021,33.80,33.80,1.70 (5.30 %)," ","705,500","23,197,000,000",0,0,32.50,33.85,32.00
16/11/2021,32.10,32.10,0.60 (1.90 %)," ","836,900","26,672,000,000",0,0,31.35,32.50,31.35
15/11/2021,31.50,31.50,0.95 (3.11 %)," ","904,800","28,375,000,000",0,0,30.35,32.45,30.35
12/11/2021,30.55,30.55,-0.55 (-1.77 %)," ","430,300","13,221,000,000",0,0,31.10,31.10,30.50
11/11/2021,31.10,31.10,0.10 (0.32 %)," ","433,500","13,465,000,000",0,0,31.15,31.25,30.80
10/11/2021,31.00,31.00,0.15 (0.49 %)," ","318,300","9,903,000,000",0,0,30.90,31.50,30.90
09/11/2021,30.85,30.85,0.15 (0.49 %)," ","247,800","7,639,000,000",0,0,30.80,31.00,30.70
08/11/2021,30.70,30.70,-0.15 (-0.49 %)," ","255,000","7,849,000,000",0,0,30.90,31.00,30.50
05/11/2021,30.85,30.85,0.45 (1.48 %)," ","395,800","12,210,000,000",0,0,30.40,31.30,30.40
04/11/2021,30.40,30.40,0.05 (0.16 %)," ","246,800","7,454,000,000",0,0,29.95,30.50,29.90
03/11/2021,30.35,30.35,-1.75 (-5.45 %)," ","702,200","22,055,000,000",0,0,32.10,32.10,30.35
02/11/2021,32.10,32.10,-0.10 (-0.31 %)," ","407,300","13,100,000,000",0,0,32.10,32.40,32.00
01/11/2021,32.20,32.20,-0.90 (-2.72 %)," ","761,600","24,813,000,000",0,0,33.30,33.30,32.10
29/10/2021,33.10,33.10,-0.20 (-0.60 %)," ","374,700","12,445,000,000",0,0,33.30,33.40,33.00
28/10/2021,33.30,33.30,-0.40 (-1.19 %)," ","381,100","12,744,000,000",0,0,33.70,33.80,33.25
27/10/2021,33.70,33.70,0.60 (1.81 %)," ","506,500","17,146,000,000",0,0,33.20,34.50,33.10
26/10/2021,33.10,33.10,0.10 (0.30 %)," ","262,700","8,703,000,000",0,0,33.00,33.40,33.00
25/10/2021,33.00,33.00,0.00 (0.00 %)," ","422,500","14,104,000,000",0,0,33.05,33.90,33.00
22/10/2021,33.00,33.00,0.30 (0.92 %)," ","222,100","7,314,000,000",0,0,32.80,33.20,32.60
21/10/2021,32.70,32.70,-0.20 (-0.61 %)," ","199,100","6,521,000,000",0,0,32.95,32.95,32.55
20/10/2021,32.90,32.90,1.70 (5.46 %)," ","331,400","10,928,000,000",0,0,33.35,33.35,32.40
19/10/2021,31.20,38.75,-0.45 (-1.15 %)," ","815,300","31,813,000,000",0,0,39.20,39.30,38.60
18/10/2021,31.56,39.20,0.05 (0.13 %)," ","398,000","15,638,000,000",0,0,39.15,39.80,39.15
15/10/2021,31.52,39.15,-0.35 (-0.89 %)," ","418,200","16,483,000,000",0,0,39.50,39.65,39.15
14/10/2021,31.80,39.50,0.40 (1.02 %)," ","800,900","31,859,000,000",0,0,39.10,40.20,39.10
13/10/2021,31.48,39.10,0.15 (0.39 %)," ","219,900","8,608,000,000",0,0,38.95,39.50,38.95
12/10/2021,31.36,38.95,-0.35 (-0.89 %)," ","280,800","11,008,000,000",0,0,39.35,39.50,38.95
11/10/2021,31.64,39.30,-0.10 (-0.25 %)," ","418,300","16,611,000,000",0,0,39.50,40.30,39.30
08/10/2021,31.72,39.40,1.35 (3.55 %)," ","555,600","21,771,000,000",0,0,38.40,39.85,38.40
07/10/2021,30.63,38.05,-0.25 (-0.65 %)," ","193,200","7,388,000,000",0,0,38.30,38.60,38.00
06/10/2021,30.84,38.30,1.15 (3.10 %)," ","491,800","18,370,000,000",0,0,37.10,38.30,36.55
05/10/2021,29.91,37.15,-0.15 (-0.40 %)," ","320,600","11,863,000,000",0,0,37.40,37.40,36.80
04/10/2021,30.03,37.30,-0.15 (-0.40 %)," ","232,100","8,662,000,000",0,0,37.40,37.50,37.00
01/10/2021,30.15,37.45,0.15 (0.40 %)," ","279,700","10,525,000,000",0,0,37.30,38.20,37.30
30/09/2021,30.03,37.30,2.25 (6.42 %)," ","934,800","34,459,000,000",0,0,35.05,37.50,35.05
29/09/2021,28.22,35.05,0.00 (0.00 %)," ","182,900","6,381,000,000",0,0,34.95,35.20,34.60
28/09/2021,28.22,35.05,0.35 (1.01 %)," ","261,800","9,071,000,000",0,0,34.50,35.30,34.00
27/09/2021,27.94,34.70,-0.10 (-0.29 %)," ","211,400","7,266,000,000",0,0,34.70,34.80,33.70
24/09/2021,28.02,34.80,0.20 (0.58 %)," ","336,900","11,594,000,000",0,0,34.60,35.00,34.00
23/09/2021,27.86,34.60,-0.30 (-0.86 %)," ","139,200","4,840,000,000",0,0,34.95,34.95,34.45
22/09/2021,28.10,34.90,0.10 (0.29 %)," ","194,000","6,737,000,000",0,0,34.85,35.00,34.40
21/09/2021,28.02,34.80,0.15 (0.43 %)," ","417,100","14,211,000,000",0,0,34.50,34.80,33.65
20/09/2021,27.90,34.65,-0.30 (-0.86 %)," ","207,000","7,199,000,000",0,0,34.95,34.95,34.45
17/09/2021,28.14,34.95,-0.25 (-0.71 %)," ","199,500","6,995,000,000",0,0,35.20,35.30,34.95
16/09/2021,28.34,35.20,0.20 (0.57 %)," ","206,600","7,272,000,000",0,0,35.00,35.50,35.00
15/09/2021,28.18,35.00,0.80 (2.34 %)," ","215,900","7,504,000,000",0,0,34.20,35.20,34.10
14/09/2021,27.53,34.20,0.10 (0.29 %)," ","349,000","11,870,000,000",0,0,34.00,34.35,33.85
13/09/2021,27.45,34.10,-0.50 (-1.45 %)," ","238,600","8,173,000,000",0,0,34.70,34.70,34.05
10/09/2021,27.86,34.60,0.10 (0.29 %)," ","179,500","6,222,000,000",0,0,34.60,34.90,34.50
09/09/2021,27.78,34.50,-0.20 (-0.58 %)," ","172,800","6,016,000,000",0,0,34.80,35.15,34.50
08/09/2021,27.94,34.70,-0.10 (-0.29 %)," ","142,800","4,974,000,000",0,0,34.70,35.20,34.40
07/09/2021,28.02,34.80,-0.75 (-2.11 %)," ","329,800","11,672,000,000",0,0,35.55,35.60,34.80
06/09/2021,28.62,35.55,0.75 (2.16 %)," ","473,700","16,711,000,000",0,0,34.80,35.80,34.70
01/09/2021,28.02,34.80,-0.05 (-0.14 %)," ","254,000","8,845,000,000","40,000","1,320,000,000",34.80,34.90,34.70
31/08/2021,28.06,34.85,0.15 (0.43 %)," ","277,700","9,703,000,000",0,0,34.70,35.20,34.70
30/08/2021,27.94,34.70,0.50 (1.46 %)," ","309,600","10,706,000,000",0,0,34.20,35.00,34.20
27/08/2021,27.53,34.20,0.50 (1.48 %)," ","206,300","6,996,000,000",0,0,33.60,34.30,33.50
26/08/2021,27.13,33.70,0.60 (1.81 %)," ","271,500","9,120,000,000",0,0,33.00,34.40,33.00
25/08/2021,26.65,33.10,0.25 (0.76 %)," ","236,000","7,757,000,000",0,0,32.85,33.20,32.70
24/08/2021,26.45,32.85,-0.05 (-0.15 %)," ","240,600","7,928,000,000",0,0,32.85,33.20,32.80
23/08/2021,26.49,32.90,-0.70 (-2.08 %)," ","397,700","13,204,000,000",0,0,33.50,33.60,32.90
20/08/2021,27.05,33.60,0.00 (0.00 %)," ","483,700","16,247,000,000",0,0,33.60,34.00,33.15
19/08/2021,27.05,33.60,0.60 (1.82 %)," ","275,900","9,196,000,000",0,0,33.00,33.70,33.00
18/08/2021,26.57,33.00,1.20 (3.77 %)," ","322,400","10,424,000,000",0,0,31.80,33.00,31.75
17/08/2021,25.60,31.80,-0.10 (-0.31 %)," ","423,400","13,429,000,000",0,0,31.80,32.00,31.45
16/08/2021,25.68,31.90,-0.05 (-0.16 %)," ","500,000","16,039,000,000",0,0,32.05,32.55,31.85
13/08/2021,25.72,31.95,0.35 (1.11 %)," ","368,300","11,681,000,000",0,0,31.60,32.30,31.50
12/08/2021,25.44,31.60,0.35 (1.12 %)," ","353,900","11,150,000,000",0,0,31.45,31.70,31.30
11/08/2021,25.16,31.25,2.00 (6.84 %)," ","828,400","24,947,000,000",0,0,29.15,31.25,29.15
10/08/2021,23.55,29.25,-0.25 (-0.85 %)," ","480,300","14,082,000,000",0,0,29.50,29.50,29.20
09/08/2021,23.75,29.50,-0.20 (-0.67 %)," ","242,800","7,183,000,000",0,0,29.75,29.80,29.40
06/08/2021,23.91,29.70,-0.35 (-1.16 %)," ","349,700","10,408,000,000",0,0,30.00,30.10,29.55
05/08/2021,24.19,30.05,0.20 (0.67 %)," ","373,600","11,103,000,000",0,0,29.75,30.05,29.40
04/08/2021,24.03,29.85,-1.05 (-3.40 %)," ","637,300","19,266,000,000",0,0,30.90,30.90,29.80
03/08/2021,24.88,30.90,0.50 (1.64 %)," ","394,200","12,025,000,000",0,0,30.50,30.90,30.15
02/08/2021,24.48,30.40,0.50 (1.67 %)," ","405,100","12,230,000,000",0,0,29.75,30.80,29.50
30/07/2021,24.07,29.90,0.10 (0.34 %)," ","322,900","9,667,000,000",0,0,29.80,30.20,29.80
29/07/2021,23.99,29.80,0.90 (3.11 %)," ","427,600","12,516,000,000",0,0,28.90,29.95,28.60
28/07/2021,23.27,28.90,0.30 (1.05 %)," ","243,800","6,970,000,000",0,0,28.60,28.90,28.40
27/07/2021,23.03,28.60,-0.40 (-1.38 %)," ","187,100","5,434,000,000",0,0,29.20,29.40,28.60
26/07/2021,23.35,29.00,0.70 (2.47 %)," ","366,200","10,412,000,000",0,0,28.10,29.20,28.05
23/07/2021,22.78,28.30,-0.15 (-0.53 %)," ","694,900","19,436,000,000",0,0,28.35,28.35,27.70
22/07/2021,22.91,28.45,-0.30 (-1.04 %)," ","369,300","10,544,000,000",0,0,28.85,28.95,28.35
21/07/2021,23.15,28.75,1.85 (6.88 %)," ","589,800","16,636,000,000",0,0,27.00,28.75,27.00
20/07/2021,21.66,26.90,1.40 (5.49 %)," ","546,900","14,201,000,000",0,0,25.50,26.90,25.20
19/07/2021,20.53,25.50,-0.10 (-0.39 %)," ","259,300","6,570,000,000",0,0,25.60,25.60,25.00
16/07/2021,20.61,25.60,0.50 (1.99 %)," ","439,300","10,962,000,000",0,0,25.10,25.60,24.30
15/07/2021,20.21,25.10,0.30 (1.21 %)," ","178,200","4,409,000,000",0,0,24.85,25.20,24.20
14/07/2021,19.97,24.80,-0.15 (-0.60 %)," ","117,700","2,921,000,000",0,0,25.10,25.40,24.50
13/07/2021,20.09,24.95,0.25 (1.01 %)," ","150,900","3,738,000,000",0,0,25.00,25.00,24.50
12/07/2021,19.89,24.70,-0.50 (-1.98 %)," ","356,500","8,660,000,000",0,0,24.50,24.80,23.70
09/07/2021,20.29,25.20,-0.30 (-1.18 %)," ","286,000","7,255,000,000",0,0,25.90,25.90,25.20
08/07/2021,20.53,25.50,0.00 (0.00 %)," ","200,700","5,083,000,000",0,0,25.50,25.50,25.00
07/07/2021,20.53,25.50,0.25 (0.99 %)," ","408,700","10,163,000,000",0,0,24.80,25.50,24.50
06/07/2021,20.33,25.25,-0.25 (-0.98 %)," ","378,100","9,556,000,000",0,0,25.50,26.00,24.80
05/07/2021,20.53,25.50,-0.40 (-1.54 %)," ","792,500","19,984,000,000",0,0,26.05,26.20,24.85
02/07/2021,20.85,25.90,-0.20 (-0.77 %)," ","307,600","7,976,000,000",0,0,26.00,26.40,25.75
01/07/2021,21.01,26.10,0.20 (0.77 %)," ","429,700","11,153,000,000",0,0,26.00,26.20,25.65
30/06/2021,20.85,25.90,0.60 (2.37 %)," ","379,600","9,709,000,000",0,0,25.10,25.95,25.10
29/06/2021,20.37,25.30,-0.20 (-0.78 %)," ","191,000","4,851,000,000",0,0,25.50,25.50,25.30
28/06/2021,20.53,25.50,-0.10 (-0.39 %)," ","485,300","12,476,000,000",0,0,25.80,26.15,25.20
25/06/2021,20.61,25.60,0.15 (0.59 %)," ","322,400","8,120,000,000",0,0,25.35,25.60,24.70
24/06/2021,20.49,25.45,-0.05 (-0.20 %)," ","131,500","3,338,000,000",0,0,25.50,25.50,25.00
23/06/2021,20.53,25.50,-0.10 (-0.39 %)," ","287,800","7,287,000,000",0,0,25.60,25.60,25.10
22/06/2021,20.61,25.60,0.40 (1.59 %)," ","392,300","9,906,000,000",0,0,25.20,25.60,24.95
21/06/2021,20.29,25.20,0.55 (2.23 %)," ","597,200","14,852,000,000",0,0,24.65,25.50,24.30
18/06/2021,19.85,24.65,-0.35 (-1.40 %)," ","445,000","10,921,000,000",0,0,24.70,24.70,24.40
17/06/2021,19.32,25.00,0.40 (1.63 %)," ","498,700","12,226,000,000",0,0,24.20,25.00,24.20
16/06/2021,19.01,24.60,-0.05 (-0.20 %)," ","261,500","6,382,000,000",0,0,24.10,24.65,24.10
15/06/2021,19.05,24.65,-0.15 (-0.60 %)," ","286,900","7,124,000,000",0,0,24.90,25.00,24.50
14/06/2021,19.17,24.80,-0.40 (-1.59 %)," ","266,100","6,661,000,000",0,0,25.30,25.30,24.80
11/06/2021,19.48,25.20,0.35 (1.41 %)," ","408,200","10,370,000,000",0,0,25.30,25.85,24.70
10/06/2021,19.21,24.85,1.10 (4.63 %)," ","494,900","12,227,000,000",0,0,23.50,25.30,23.50
09/06/2021,18.36,23.75,0.15 (0.64 %)," ","545,800","12,821,000,000",0,0,23.60,23.90,23.00
08/06/2021,18.24,23.60,0.55 (2.39 %)," ","712,700","16,396,000,000",0,0,22.50,23.80,22.50
07/06/2021,17.82,23.05,-0.25 (-1.07 %)," ","580,700","13,233,000,000",0,0,23.30,23.30,22.40
04/06/2021,18.01,23.30,-0.40 (-1.69 %)," ","355,800","8,244,000,000",0,0,23.70,23.70,23.00
03/06/2021,18.32,23.70,-0.20 (-0.84 %)," ","304,400","7,211,000,000",0,0,24.00,24.35,23.10
02/06/2021,18.47,23.90,0.65 (2.80 %)," ","763,400","17,759,000,000",0,0,23.25,23.90,22.80
01/06/2021,17.97,23.25,-0.25 (-1.06 %)," ","177,900","4,152,000,000",0,0,23.05,23.70,23.05
31/05/2021,18.16,23.50,1.15 (5.15 %)," ","675,700","15,919,000,000",0,0,23.80,23.85,23.00
28/05/2021,17.27,22.35,1.45 (6.94 %)," ","1,166,800","25,315,000,000",0,0,20.90,22.35,20.70
27/05/2021,16.15,20.90,0.40 (1.95 %)," ","886,900","18,013,000,000",0,0,20.30,20.90,19.85
26/05/2021,15.84,20.50,0.00 (0.00 %)," ","579,000","11,762,000,000",0,0,20.20,20.50,20.10
25/05/2021,15.84,20.50,-0.30 (-1.44 %)," ","324,500","6,789,000,000",0,0,21.00,21.30,20.50
24/05/2021,16.08,20.80,0.55 (2.72 %)," ","1,273,400","26,080,000,000",0,0,20.10,21.30,19.70
21/05/2021,15.65,20.25,0.75 (3.85 %)," ","1,252,200","25,738,000,000",0,0,20.30,20.85,20.25
20/05/2021,15.07,19.50,1.25 (6.85 %)," ","923,700","17,726,000,000",0,0,18.90,19.50,18.30
19/05/2021,14.11,18.25,1.15 (6.73 %)," ","629,400","11,371,000,000",0,0,17.10,18.25,17.10
18/05/2021,13.22,17.10,1.10 (6.88 %)," ","1,053,800","17,550,000,000",0,0,15.70,17.10,15.70
17/05/2021,12.37,16.00,-0.50 (-3.03 %)," ","480,400","7,745,000,000",0,0,16.50,16.60,15.75
14/05/2021,12.75,16.50,-0.05 (-0.30 %)," ","611,100","10,099,000,000",0,0,16.50,16.80,16.20
13/05/2021,12.79,16.55,0.30 (1.85 %)," ","947,600","15,458,000,000",0,0,16.30,16.60,15.90
